course,datetime,action,information,anoname,ip_address
CSBBB-2013B,2023 January 17 05:11,assessment,TMA,Female#543719,X.Y.Z
CSBBB-2013B,2023 April 14 05:11,assessment,TMA,Female#173316,X.Y.Z
CSAAA-2013J,2023 August 12 05:11,assessment,TMA,Male#242793,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,oucontent,,Male#2411778,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,oucontent,,Male#286488,X.Y.Z
CSBBB-2013B,2023 June 17 05:11,assessment,TMA,Male#552902,X.Y.Z
CSBBB-2013B,2023 June 23 05:11,assessment,TMA,Female#539572,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Female#182824,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Female#1894188,X.Y.Z
CSBBB-2013J,2023 January 09 05:14,registration,,Female#597321,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,subpage,,Female#2312620,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,oucontent,,Female#134143,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,subpage,,Female#2122180,X.Y.Z
CSBBB-2013B,2023 March 26 05:11,assessment,TMA,Female#497088,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,forumng,,Male#1620151,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,subpage,,Female#332789,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#978739,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,subpage,,Female#2182846,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Female#492182,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,forumng,,Female#155984,X.Y.Z
CSAAA-2014J,2023 July 01 05:11,assessment,TMA,Male#406671,X.Y.Z
CSBBB-2013B,2023 June 15 05:11,assessment,TMA,Female#555672,X.Y.Z
CSAAA-2013J,2023 March 03 05:11,assessment,TMA,Male#386924,X.Y.Z
CSBBB-2013B,2023 January 08 05:11,assessment,CMA,Female#442466,X.Y.Z
CSBBB-2013B,2023 January 25 05:11,assessment,TMA,Female#446045,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,resource,,Female#388722,X.Y.Z
CSBBB-2013B,2023 January 27 05:11,assessment,TMA,Female#543124,X.Y.Z
CSBBB-2013B,2023 March 04 05:11,assessment,TMA,Female#374102,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,resource,,Male#342514,X.Y.Z
CSBBB-2013B,2023 May 14 05:11,assessment,TMA,Female#550403,X.Y.Z
CSBBB-2013B,2023 May 12 05:11,assessment,TMA,Female#532886,X.Y.Z
CSBBB-2013B,2023 January 09 05:13,registration,,Female#546157,X.Y.Z
CSBBB-2013B,2023 January 26 05:11,assessment,TMA,Female#536722,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,oucontent,,Female#2529279,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,subpage,,Male#188278,X.Y.Z
CSAAA-2013J,2023 January 27 05:11,assessment,TMA,Male#279572,X.Y.Z
CSAAA-2014J,2023 January 09 05:13,registration,,Male#139033,X.Y.Z
CSAAA-2014J,2023 June 24 05:11,assessment,TMA,Male#446108,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,oucontent,,Male#98094,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,oucontent,,Female#2229865,X.Y.Z
CSBBB-2013B,2023 January 27 05:11,assessment,TMA,Female#511459,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,oucontent,,Female#721259,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,homepage,,Male#235507,X.Y.Z
CSAAA-2014J,2023 May 04 05:11,assessment,TMA,Male#424577,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Female#23629,X.Y.Z
CSBBB-2013J,2023 January 09 05:13,registration,,Male#572302,X.Y.Z
CSAAA-2013J,2023 June 24 05:11,assessment,TMA,Male#228082,X.Y.Z
CSBBB-2013B,2023 April 07 05:11,assessment,TMA,Female#1770733,X.Y.Z
CSBBB-2013B,2023 January 27 05:11,assessment,TMA,Female#561448,X.Y.Z
CSBBB-2013B,2023 February 24 05:11,assessment,TMA,Female#527164,X.Y.Z
CSBBB-2013B,2023 April 06 05:11,assessment,TMA,Female#388205,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,subpage,,Male#106577,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Female#242149,X.Y.Z
CSBBB-2013B,2023 April 08 05:11,assessment,TMA,Female#546500,X.Y.Z
CSBBB-2013B,2023 April 08 05:11,assessment,TMA,Female#426838,X.Y.Z
CSBBB-2013J,2023 January 09 05:14,registration,,Female#591410,X.Y.Z
CSBBB-2013B,2023 May 12 05:11,assessment,TMA,Female#558068,X.Y.Z
CSAAA-2013J,2023 March 06 05:11,assessment,TMA,Female#144801,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,subpage,,Female#332789,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Female#331844,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,homepage,,Female#183096,X.Y.Z
CSBBB-2013B,2023 January 09 05:13,registration,,Female#427773,X.Y.Z
CSBBB-2013B,2023 January 09 05:17,registration,,Female#539265,X.Y.Z
CSAAA-2013J,2023 January 25 05:11,assessment,TMA,Male#402470,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,oucontent,,Male#248270,X.Y.Z
CSAAA-2014J,2023 June 22 05:11,assessment,TMA,Male#431025,X.Y.Z
CSBBB-2013B,2023 April 17 05:11,assessment,TMA,Female#403093,X.Y.Z
CSAAA-2014J,2023 August 11 05:11,assessment,TMA,Female#484897,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Male#1640609,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,homepage,,Female#2143752,X.Y.Z
CSBBB-2013B,2023 May 22 05:11,assessment,TMA,Female#1997796,X.Y.Z
CSAAA-2013J,2023 January 27 05:11,assessment,TMA,Male#2576122,X.Y.Z
CSBBB-2013B,2023 April 22 05:11,assessment,TMA,Female#547466,X.Y.Z
CSBBB-2013B,2023 June 15 05:11,assessment,TMA,Female#545191,X.Y.Z
CSBBB-2014J,2023 January 09 05:17,registration,,Male#695259,X.Y.Z
CSAAA-2013J,2023 January 07 05:11,homepage,,Female#2606098,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,dataplus,,Male#2342426,X.Y.Z
CSBBB-2013B,2023 January 28 05:11,assessment,TMA,Female#543140,X.Y.Z
CSBBB-2013B,2023 March 05 05:11,assessment,TMA,Female#516456,X.Y.Z
CSAAA-2014J,2023 August 12 05:11,assessment,TMA,Male#2578676,X.Y.Z
CSAAA-2014J,2023 January 08 05:11,assessment,TMA,Male#159954,X.Y.Z
CSBBB-2013B,2023 January 09 05:13,registration,,Female#423317,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Female#148993,X.Y.Z
CSBBB-2013B,2023 June 12 05:11,assessment,TMA,Female#203481,X.Y.Z
CSBBB-2013B,2023 February 03 05:11,assessment,TMA,Female#510845,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,subpage,,Female#70464,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,forumng,,Female#2122180,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Male#104476,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,oucontent,,Male#114999,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,subpage,,Male#312537,X.Y.Z
CSAAA-2013J,2023 January 28 05:11,assessment,TMA,Female#2645733,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,resource,,Female#331358,X.Y.Z
CSBBB-2014J,2023 January 09 05:17,registration,,Female#649542,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,forumng,,Male#187100,X.Y.Z
CSBBB-2013B,2023 April 17 05:11,assessment,TMA,Male#552667,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Female#318933,X.Y.Z
CSBBB-2013B,2023 January 09 05:13,registration,,Female#35812,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Female#181316,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,forumng,,Female#227499,X.Y.Z
CSBBB-2013B,2023 February 25 05:11,assessment,TMA,Male#247267,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#300398,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,oucontent,,Male#241649,X.Y.Z
CSBBB-2013B,2023 February 17 05:11,assessment,TMA,Female#548885,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Male#104476,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,subpage,,Male#305386,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,resource,,Male#1970390,X.Y.Z
CSBBB-2013B,2023 June 14 05:11,assessment,TMA,Female#353093,X.Y.Z
CSBBB-2013B,2023 June 17 05:11,assessment,TMA,Female#502694,X.Y.Z
CSBBB-2013B,2023 July 14 05:11,assessment,TMA,Female#2291598,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,oucontent,,Male#102806,X.Y.Z
CSBBB-2013B,2023 April 08 05:11,assessment,TMA,Female#542748,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Male#488425,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Male#2559575,X.Y.Z
CSBBB-2013B,2023 March 04 05:11,assessment,TMA,Female#245404,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,oucontent,,Male#1626710,X.Y.Z
CSAAA-2013J,2023 January 28 05:11,assessment,TMA,Male#305386,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,oucontent,,Male#38053,X.Y.Z
CSBBB-2013B,2023 January 28 05:11,assessment,TMA,Male#546921,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,homepage,,Female#306897,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,oucontent,,Female#2171627,X.Y.Z
CSBBB-2013B,2023 January 27 05:11,assessment,TMA,Female#543356,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,oucontent,,Female#2312620,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,url,,Female#70464,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,homepage,,Male#550383,X.Y.Z
CSBBB-2013B,2023 April 08 05:11,assessment,TMA,Female#534991,X.Y.Z
CSAAA-2013J,2023 August 10 05:11,assessment,TMA,Male#2691244,X.Y.Z
CSBBB-2013B,2023 February 24 05:11,assessment,TMA,Female#517890,X.Y.Z
CSBBB-2013B,2023 January 28 05:11,assessment,TMA,Female#476709,X.Y.Z
CSBBB-2013B,2023 January 27 05:11,assessment,TMA,Female#432232,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,oucontent,,Male#186149,X.Y.Z
CSAAA-2014J,2023 January 08 05:11,assessment,TMA,Male#1970390,X.Y.Z
CSBBB-2013B,2023 January 27 05:11,assessment,TMA,Female#558040,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Female#351271,X.Y.Z
CSBBB-2013B,2023 February 25 05:11,assessment,TMA,Female#401339,X.Y.Z
CSAAA-2013J,2023 May 06 05:11,assessment,TMA,Male#71361,X.Y.Z
CSCCC-2014B,2023 January 09 05:18,registration,,Male#573153,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Female#500815,X.Y.Z
CSAAA-2013J,2023 March 12 05:11,assessment,TMA,Male#2562034,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,url,,Female#1686521,X.Y.Z
CSAAA-2014J,2023 March 02 05:11,assessment,TMA,Male#409703,X.Y.Z
CSAAA-2013J,2023 January 07 05:11,oucontent,,Male#368824,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,homepage,,Male#2516503,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,homepage,,Female#127582,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Female#2080474,X.Y.Z
CSAAA-2013J,2023 July 05 05:11,assessment,TMA,Female#368194,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,subpage,,Female#2369266,X.Y.Z
CSAAA-2013J,2023 August 09 05:11,assessment,TMA,Male#184271,X.Y.Z
CSBBB-2013B,2023 June 16 05:11,assessment,TMA,Female#110881,X.Y.Z
CSBBB-2013B,2023 February 19 05:11,assessment,TMA,Female#532500,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,subpage,,Male#77367,X.Y.Z
CSAAA-2013J,2023 August 17 05:11,assessment,TMA,Male#116541,X.Y.Z
CSBBB-2013B,2023 June 17 05:11,assessment,TMA,Female#401339,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,oucontent,,Male#402470,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,homepage,,Female#489455,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#1976139,X.Y.Z
CSBBB-2013B,2023 April 06 05:11,assessment,TMA,Female#530065,X.Y.Z
CSBBB-2013B,2023 January 09 05:17,registration,,Female#550549,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,subpage,,Male#2574583,X.Y.Z
CSAAA-2013J,2023 January 07 05:11,oucontent,,Male#749412,X.Y.Z
CSAAA-2014J,2023 January 28 05:11,assessment,TMA,Male#371710,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,oucontent,,Female#334333,X.Y.Z
CSAAA-2014J,2023 August 24 05:11,assessment,TMA,Male#476603,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,resource,,Male#414117,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Male#271251,X.Y.Z
CSBBB-2013B,2023 May 13 05:11,assessment,TMA,Female#544859,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,resource,,Male#2208424,X.Y.Z
CSBBB-2013B,2023 March 03 05:11,assessment,TMA,Female#543351,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,url,,Male#2641155,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,forumng,,Male#291334,X.Y.Z
CSBBB-2013B,2023 January 28 05:11,assessment,TMA,Female#515311,X.Y.Z
CSBBB-2014B,2023 January 09 05:17,registration,,Female#60830,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Female#363416,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,resource,,Male#343446,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Female#426650,X.Y.Z
CSAAA-2014J,2023 May 18 05:11,assessment,TMA,Male#2633226,X.Y.Z
CSAAA-2013J,2023 January 07 05:11,forumng,,Female#2643002,X.Y.Z
CSBBB-2013B,2023 May 20 05:11,assessment,TMA,Female#2439201,X.Y.Z
CSAAA-2014J,2023 January 08 05:11,assessment,TMA,Male#603861,X.Y.Z
CSAAA-2013J,2023 January 07 05:11,resource,,Male#101781,X.Y.Z
CSAAA-2014J,2023 May 06 05:11,assessment,TMA,Male#442132,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,oucontent,,Female#1763015,X.Y.Z
CSBBB-2013B,2023 February 13 05:11,assessment,TMA,Female#1993672,X.Y.Z
CSAAA-2014J,2023 August 12 05:11,assessment,TMA,Female#2521865,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,resource,,Female#2498700,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,subpage,,Male#2641155,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,forumng,,Female#2555340,X.Y.Z
CSBBB-2014B,2023 January 09 05:17,registration,,Male#634615,X.Y.Z
CSBBB-2014J,2023 January 09 05:14,registration,,Female#694222,X.Y.Z
CSAAA-2014J,2023 May 04 05:11,assessment,TMA,Female#287040,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,subpage,,Female#2312620,X.Y.Z
CSBBB-2014J,2023 January 09 05:14,registration,,Female#651974,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,subpage,,Male#2146792,X.Y.Z
CSBBB-2013B,2023 February 24 05:11,assessment,TMA,Female#278447,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,resource,,Male#312537,X.Y.Z
CSBBB-2013B,2023 June 28 05:11,assessment,TMA,Female#503491,X.Y.Z
CSBBB-2013B,2023 March 04 05:11,assessment,TMA,Female#529452,X.Y.Z
CSAAA-2013J,2023 January 27 05:11,assessment,TMA,Male#1801641,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,homepage,,Male#296332,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,homepage,,Male#2460080,X.Y.Z
CSBBB-2013B,2023 January 09 05:13,registration,,Female#469683,X.Y.Z
CSBBB-2014J,2023 January 09 05:14,registration,,Female#641329,X.Y.Z
CSAAA-2014J,2023 May 05 05:11,assessment,TMA,Female#121349,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Female#2080474,X.Y.Z
CSBBB-2013B,2023 June 13 05:11,assessment,TMA,Female#484933,X.Y.Z
CSBBB-2013B,2023 January 27 05:11,assessment,TMA,Female#555672,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,subpage,,Female#2470694,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,resource,,Female#2551220,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,subpage,,Male#365642,X.Y.Z
CSBBB-2014B,2023 January 09 05:17,registration,,Female#624350,X.Y.Z
CSAAA-2014J,2023 August 12 05:11,assessment,TMA,Male#315076,X.Y.Z
CSAAA-2013J,2023 August 12 05:11,assessment,TMA,Female#141355,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,oucontent,,Female#155854,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,subpage,,Male#180753,X.Y.Z
CSBBB-2013B,2023 January 09 05:13,registration,,Female#2399361,X.Y.Z
CSAAA-2014J,2023 August 12 05:11,assessment,TMA,Female#2010232,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Female#147793,X.Y.Z
CSBBB-2013B,2023 January 09 05:13,registration,,Female#533839,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,homepage,,Male#342514,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,oucontent,,Male#291334,X.Y.Z
CSBBB-2013B,2023 June 16 05:11,assessment,TMA,Female#557968,X.Y.Z
CSAAA-2013J,2023 January 09 05:13,registration,,Male#1488959,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,oucontent,,Female#2529279,X.Y.Z
CSBBB-2013B,2023 April 07 05:11,assessment,TMA,Female#2302925,X.Y.Z
CSAAA-2013J,2023 August 12 05:11,assessment,TMA,Female#368194,X.Y.Z
CSAAA-2013J,2023 August 09 05:11,assessment,TMA,Female#2529279,X.Y.Z
CSBBB-2013B,2023 February 24 05:11,assessment,TMA,Female#506753,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,homepage,,Male#350188,X.Y.Z
CSBBB-2013B,2023 May 13 05:11,assessment,TMA,Female#550708,X.Y.Z
CSBBB-2013B,2023 July 15 05:11,assessment,TMA,Female#541113,X.Y.Z
CSBBB-2013B,2023 July 14 05:11,assessment,TMA,Female#559651,X.Y.Z
CSAAA-2013J,2023 January 26 05:11,assessment,TMA,Male#336207,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,subpage,,Male#271251,X.Y.Z
CSAAA-2013J,2023 January 07 05:11,forumng,,Female#971027,X.Y.Z
CSBBB-2013B,2023 May 24 05:11,assessment,TMA,Female#540614,X.Y.Z
CSBBB-2013B,2023 June 09 05:11,assessment,TMA,Female#539365,X.Y.Z
CSBBB-2013B,2023 May 12 05:11,assessment,TMA,Female#544890,X.Y.Z
CSBBB-2013B,2023 July 15 05:11,assessment,TMA,Female#558040,X.Y.Z
CSBBB-2013B,2023 May 13 05:11,assessment,TMA,Female#182824,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Female#2182846,X.Y.Z
CSBBB-2013B,2023 May 12 05:11,assessment,TMA,Female#554083,X.Y.Z
CSBBB-2013B,2023 March 04 05:11,assessment,TMA,Female#559608,X.Y.Z
CSBBB-2014B,2023 January 09 05:17,registration,,Female#616414,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,homepage,,Male#174782,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#279572,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,homepage,,Female#192183,X.Y.Z
CSBBB-2013B,2023 January 28 05:11,assessment,TMA,Female#539572,X.Y.Z
CSBBB-2013B,2023 July 14 05:11,assessment,TMA,Female#443288,X.Y.Z
CSBBB-2013B,2023 July 14 05:11,assessment,TMA,Male#412654,X.Y.Z
CSAAA-2013J,2023 January 30 05:11,assessment,TMA,Male#287548,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,subpage,,Male#305386,X.Y.Z
CSAAA-2014J,2023 April 30 05:11,assessment,TMA,Male#2240349,X.Y.Z
CSAAA-2013J,2023 August 12 05:11,assessment,TMA,Male#2516503,X.Y.Z
CSBBB-2013B,2023 May 12 05:11,assessment,TMA,Female#544455,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,oucontent,,Female#2645733,X.Y.Z
CSBBB-2014J,2023 January 09 05:14,registration,,Male#579251,X.Y.Z
CSBBB-2013B,2023 February 24 05:11,assessment,TMA,Female#558250,X.Y.Z
CSBBB-2013B,2023 May 11 05:11,assessment,TMA,Female#535407,X.Y.Z
CSAAA-2014J,2023 May 05 05:11,assessment,TMA,Male#684180,X.Y.Z
CSBBB-2013B,2023 February 19 05:11,assessment,TMA,Female#2522093,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,subpage,,Male#2146792,X.Y.Z
CSBBB-2013B,2023 January 27 05:11,assessment,TMA,Female#2470672,X.Y.Z
CSBBB-2013B,2023 April 11 05:11,assessment,TMA,Female#110881,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,forumng,,Male#390890,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Female#2092834,X.Y.Z
CSBBB-2013B,2023 February 24 05:11,assessment,TMA,Female#255347,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,homepage,,Male#71361,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,oucontent,,Female#142326,X.Y.Z
CSBBB-2013B,2023 April 15 05:11,assessment,TMA,Female#547892,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,url,,Male#53025,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,oucontent,,Male#116692,X.Y.Z
CSBBB-2014B,2023 January 09 05:17,registration,,Female#466856,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,resource,,Male#205350,X.Y.Z
CSBBB-2013B,2023 January 25 05:11,assessment,TMA,Male#2622465,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,oucontent,,Male#241649,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,homepage,,Male#1847830,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,url,,Female#2578995,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Female#2555340,X.Y.Z
CSBBB-2013B,2023 January 27 05:11,assessment,TMA,Female#548275,X.Y.Z
CSCCC-2014B,2023 January 09 05:18,registration,,Female#553280,X.Y.Z
CSBBB-2014B,2023 January 09 05:14,registration,,Female#574944,X.Y.Z
CSBBB-2013B,2023 January 21 05:11,assessment,TMA,Female#1904710,X.Y.Z
CSBBB-2013J,2023 January 09 05:14,registration,,Female#610804,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,oucontent,,Male#1746134,X.Y.Z
CSBBB-2014J,2023 January 09 05:17,registration,,Female#697337,X.Y.Z
CSBBB-2014J,2023 January 09 05:17,registration,,Female#688927,X.Y.Z
CSBBB-2013B,2023 May 13 05:11,assessment,TMA,Male#147876,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,oucontent,,Male#342972,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,resource,,Male#271251,X.Y.Z
CSBBB-2013B,2023 February 24 05:11,assessment,TMA,Female#548617,X.Y.Z
CSBBB-2013B,2023 January 27 05:11,assessment,TMA,Female#512883,X.Y.Z
CSAAA-2014J,2023 January 28 05:11,assessment,TMA,Male#1045203,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,subpage,,Male#1847830,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,oucontent,,Male#106577,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Female#441018,X.Y.Z
CSAAA-2013J,2023 January 07 05:11,oucontent,,Female#2268379,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Female#2197016,X.Y.Z
CSAAA-2014J,2023 January 08 05:11,assessment,TMA,Male#603861,X.Y.Z
CSAAA-2013J,2023 June 24 05:11,assessment,TMA,Male#1105478,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Male#1456619,X.Y.Z
CSBBB-2013B,2023 May 13 05:11,assessment,TMA,Female#550898,X.Y.Z
CSAAA-2014J,2023 May 05 05:11,assessment,TMA,Female#174745,X.Y.Z
CSAAA-2013J,2023 January 09 05:17,registration,,Male#1746134,X.Y.Z
CSAAA-2013J,2023 June 24 05:11,assessment,TMA,Male#2559575,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,resource,,Female#2643002,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,oucontent,,Male#1640609,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,subpage,,Male#2208424,X.Y.Z
CSBBB-2013B,2023 January 26 05:11,assessment,TMA,Female#2092834,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,homepage,,Female#2529279,X.Y.Z
CSBBB-2013B,2023 July 15 05:11,assessment,TMA,Female#540055,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,oucontent,,Male#1465690,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,oucontent,,Male#59185,X.Y.Z
CSBBB-2013B,2023 January 27 05:11,assessment,TMA,Male#27891,X.Y.Z
CSBBB-2013B,2023 February 01 05:11,assessment,TMA,Female#543926,X.Y.Z
CSBBB-2013B,2023 January 09 05:17,registration,,Female#547259,X.Y.Z
CSAAA-2013J,2023 January 07 05:11,url,,Male#405088,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,resource,,Female#2197016,X.Y.Z
CSBBB-2013J,2023 January 09 05:13,registration,,Female#561640,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,homepage,,Male#38053,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,oucontent,,Female#1763015,X.Y.Z
CSBBB-2013B,2023 July 15 05:11,assessment,TMA,Female#535468,X.Y.Z
CSBBB-2013B,2023 February 24 05:11,assessment,TMA,Female#483952,X.Y.Z
CSBBB-2014B,2023 January 09 05:14,registration,,Female#632113,X.Y.Z
CSBBB-2013B,2023 June 23 05:11,assessment,TMA,Female#532950,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,resource,,Female#2586560,X.Y.Z
CSBBB-2013B,2023 May 13 05:11,assessment,TMA,Female#530669,X.Y.Z
CSBBB-2013B,2023 July 16 05:11,assessment,TMA,Male#563330,X.Y.Z
CSBBB-2013B,2023 May 12 05:11,assessment,TMA,Female#400469,X.Y.Z
CSBBB-2013B,2023 January 28 05:11,assessment,TMA,Female#333129,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,homepage,,Male#116692,X.Y.Z
CSBBB-2013B,2023 February 23 05:11,assessment,TMA,Female#535755,X.Y.Z
CSBBB-2013J,2023 January 09 05:14,registration,,Female#593631,X.Y.Z
CSBBB-2013B,2023 July 10 05:11,assessment,TMA,Female#2327072,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,subpage,,Male#129955,X.Y.Z
CSBBB-2013B,2023 July 15 05:11,assessment,TMA,Female#398084,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Female#172797,X.Y.Z
